layer,head,calibration_best,calibration_margin,validation_budget_full_fraction,supported,assigned_policy,assigned_label,min_validation_advantage,min_bootstrap_lower,max_q_value
16,3,recent,0.42435148751973983,1.0,True,recent,20,0.3988800005958913,0.3387383430446105,2.1897388361157125e-11
16,4,recent,1.684895493245964,1.0,True,recent,20,1.717579099451019,1.5358809020687159,5.530711024294834e-13
16,5,recent,2.4500655715616437,1.0,True,recent,20,2.264118324251468,2.0888555550153964,5.530711024294834e-13
16,6,recent,2.4242316613086965,1.0,True,recent,20,2.412281272708466,2.287115444773129,5.530711024294834e-13
16,7,recent,0.697945256960582,1.0,True,recent,20,0.7061757051542316,0.618246413845668,5.530711024294834e-13
16,8,recent,2.576139337536481,1.0,True,recent,20,2.420548780286357,2.284671155544917,5.530711024294834e-13
16,9,recent,4.645979788902648,1.0,True,recent,20,4.462081437575881,4.201358935996513,5.530711024294834e-13
16,10,recent,0.5606292385950238,1.0,True,recent,20,0.6020588645599008,0.5205881337084372,5.530711024294834e-13
16,11,recent,1.0521271994759518,1.0,True,recent,20,1.0928430145393468,0.9799061131210277,5.530711024294834e-13
17,0,recent,1.6761630612944975,1.0,True,recent,20,1.4866067213604772,1.182609638099372,2.1897388361157125e-11
17,1,recent,2.1203180160775563,1.0,True,recent,20,2.1843889342673566,2.1015060803029098,5.530711024294834e-13
17,2,recent,1.1965643736075426,1.0,True,recent,20,1.0900886474938858,0.9783052572623362,4.335397785778419e-10
17,3,recent,3.078514413490173,1.0,True,recent,20,3.0841640043292546,2.7908584783734667,5.530711024294834e-13
17,4,recent,1.1756131091547335,1.0,True,recent,20,1.1312740117821123,1.0109621355774667,5.530711024294834e-13
17,5,recent,2.9899233676013974,1.0,True,recent,20,3.0010513395104144,2.8169530958984264,5.530711024294834e-13
17,6,recent,1.5740697012843663,1.0,True,recent,20,1.5215413214902296,1.2744097016438283,5.530711024294834e-13
17,7,recent,4.461545933658324,1.0,True,recent,20,4.202986852635927,3.676815217415975,5.530711024294834e-13
17,8,recent,4.739838393853458,1.0,True,recent,20,4.665735292254114,4.393886757983014,5.530711024294834e-13
17,9,recent,0.5782739811398292,1.0,True,recent,20,0.5317697128055141,0.4301136106668508,5.530711024294834e-13
17,10,recent,3.535642115003334,1.0,True,recent,20,3.4923932334377747,3.212722321836574,5.530711024294834e-13
17,11,recent,1.0976581176968612,1.0,True,recent,20,1.0350359826504951,0.8858397419471487,5.530711024294834e-13
18,0,recent,0.5508792160820359,1.0,True,recent,20,0.5262484635383409,0.4517305458721551,5.530711024294834e-13
18,1,recent,2.7297569011340466,1.0,True,recent,20,2.5886895046066773,2.2744824886715787,5.530711024294834e-13
18,2,recent,2.641291662771016,1.0,True,recent,20,2.554812183080184,2.307975961530866,5.530711024294834e-13
18,3,recent,2.6559997246265437,1.0,True,recent,20,2.6014035320440776,2.302451329319789,5.530711024294834e-13
18,4,recent,1.0632061006037903,1.0,True,recent,20,1.032037048867168,0.9275389739595203,5.530711024294834e-13
18,5,recent,2.555403774344234,1.0,True,recent,20,2.438979723260902,2.179183368140707,5.530711024294834e-13
18,6,recent,2.454068681319386,1.0,True,recent,20,2.4075889205901406,2.1757856376116718,5.530711024294834e-13
18,7,recent,2.0709799519914314,1.0,True,recent,20,1.9716938925177723,1.6988815741230674,5.530711024294834e-13
18,8,recent,2.816646609607477,1.0,True,recent,20,2.779564208167911,2.529236695607554,5.530711024294834e-13
18,9,recent,0.3660312461720383,1.0,True,recent,20,0.45903620241787413,0.3886451103622062,5.530711024294834e-13
18,10,recent,2.476385564049315,1.0,True,recent,20,2.27167281639447,1.934183651538999,5.530711024294834e-13
18,11,recent,1.8149311680973748,1.0,True,recent,20,1.6750161783716129,1.450377673340533,5.530711024294834e-13
19,0,recent,0.40203275934531435,1.0,True,recent,20,0.47880906883008767,0.39102709767246685,2.1897388361157125e-11
19,1,recent,3.021920763565868,1.0,True,recent,20,2.7896068608534725,2.4998338628902994,5.530711024294834e-13
19,2,recent,3.964826246905025,1.0,True,recent,20,3.6519675186839646,3.2930198750544246,5.530711024294834e-13
19,3,recent,3.239173400195909,1.0,True,recent,20,2.987154282416923,2.686345317726228,5.530711024294834e-13
19,4,recent,1.899458302738383,1.0,True,recent,20,1.7459325054649644,1.4533933130666108,4.335397785778419e-10
19,5,recent,4.003911265996493,1.0,True,recent,20,3.833990108059193,3.6502336185877953,5.530711024294834e-13
19,6,recent,1.144311950714188,1.0,True,recent,20,1.146604581820828,1.0021311860669893,5.530711024294834e-13
19,7,recent,2.0991457763952175,1.0,True,recent,20,1.9898451921541185,1.822012747237616,5.530711024294834e-13
19,8,recent,0.5436076658165989,1.0,True,recent,20,0.6213752548692977,0.5105906519828923,2.1897388361157125e-11
19,9,recent,2.341876158101215,1.0,True,recent,20,2.2814919717036806,2.124383658755461,5.530711024294834e-13
19,10,recent,2.0539302938431474,1.0,True,recent,20,1.9577289519344196,1.7628326606072322,5.530711024294834e-13
19,11,recent,3.6791217536480327,1.0,True,recent,20,3.391153364998109,2.9387750470168257,5.530711024294834e-13
20,0,recent,2.3692610288381877,1.0,True,recent,20,2.3052065133113304,2.2044427363321635,5.530711024294834e-13
20,1,recent,1.813746883917938,1.0,True,recent,20,1.8422498264286074,1.6605947124559923,5.530711024294834e-13
20,2,recent,3.0507680100248447,1.0,True,recent,20,2.9103339242142043,2.7778452194606515,5.530711024294834e-13
20,3,recent,1.886481357345021,1.0,True,recent,20,1.9283274204285523,1.7464854981932503,5.530711024294834e-13
20,4,recent,1.4435668812589353,1.0,True,recent,20,1.2995313638589367,1.1275797073723441,5.530711024294834e-13
20,5,recent,3.9202034199884412,1.0,True,recent,20,3.924254628178543,3.58866928975936,5.530711024294834e-13
20,6,recent,0.981782877770808,1.0,True,recent,20,0.969501347368341,0.8901094824002715,5.530711024294834e-13
20,7,recent,7.444221701310006,1.0,True,recent,20,7.980425019401045,7.501466069052652,5.530711024294834e-13
