candidate,control,window,prompt_count,metric,mean_delta,median_delta,win_fraction,tie_fraction,bootstrap_ci_lower,bootstrap_ci_upper,p_value,q_value,inferential_role
ours_correct,sf_fifo21,late_half,64,official_quality_score,-0.07755758660628664,0.033213409873049216,0.625,0.0,-0.4434165208341128,0.28937466760454456,0.029970594783499616,,
ours_correct,sf_fifo21,late_half,64,identity_background,-0.0007075469295830823,-0.00031714176912833736,0.4375,0.0,-0.002107019321105973,0.0003430333422354269,0.8697822617116733,,
ours_correct,sf_fifo21,late_half,64,temporal_mechanics,-0.0003783035546057398,4.5415607286380943e-05,0.5625,0.0,-0.0028698841295558063,0.0014104348018531688,0.19086639739666883,,
ours_correct,sf_fifo21,late_half,64,semantic_alignment,0.000623201769485604,0.0004660533741116524,0.53125,0.0,-0.0026446594420121983,0.004200757087528472,0.353990377067382,,
ours_correct,sf_fifo21,late_half,64,visual_quality,0.0038366219931049274,0.0028125950321555293,0.6875,0.0,-0.0016324522248178284,0.009050632893136946,0.0018449821382700243,,
ours_correct,sf_fifo21,late_half,64,dynamic_degree,-0.017578125,0.0,0.109375,0.71875,-0.048828125,0.015625,0.8810577392578125,,
ours_correct,sf_fifo21,late_half,64,subject_consistency,-0.0008667003302148656,1.769668295908966e-05,0.515625,0.0,-0.0028515275974732635,0.0006377067943802841,0.45032662312601657,,
ours_correct,sf_fifo21,late_half,64,imaging_quality,0.007079040800454096,0.0015319398045539612,0.578125,0.0,-0.0012410218711302124,0.01602582050405907,0.13021773828832675,,
ours_correct,ours_random,late_half,64,quality_without_dynamic_degree,-0.09345960158036687,0.005191399995524648,0.515625,0.0,-0.34274870603653296,0.1308419578285203,0.45032662312601657,,
ours_correct,ours_random,late_half,64,official_quality_score,-0.25872402465729044,0.005191399995538859,0.515625,0.0,-0.6152533252203245,0.07863951159646952,0.45032662312601657,,
ours_correct,ours_random,late_half,64,identity_background,-0.0007191305026905681,-0.0001362989081779009,0.421875,0.0,-0.0022568414272797935,0.0003322515602615966,0.9156785442801483,,
ours_correct,ours_random,late_half,64,temporal_mechanics,-0.0009716555575167308,-7.645319525684258e-06,0.484375,0.0,-0.002927399890644437,0.0004535254667756509,0.646009622932618,,
ours_correct,ours_random,late_half,64,semantic_alignment,9.996493463404477e-05,0.0001818481832742691,0.515625,0.0,-0.0030358873791556107,0.003344991859557917,0.45032662312601657,,
ours_correct,ours_random,late_half,64,visual_quality,0.0007947214975138122,0.0015052093565464109,0.65625,0.0,-0.003477611162066755,0.004618903563008629,0.008429095022140565,,
ours_correct,ours_random,late_half,64,dynamic_degree,-0.021484375,0.0,0.140625,0.703125,-0.060546875,0.013671875,0.6761970520019531,,
ours_correct,ours_random,late_half,64,subject_consistency,-0.0011977271032569334,4.8722990585892134e-05,0.515625,0.0,-0.0034970201595646818,0.00034670935105773817,0.45032662312601657,,
ours_correct,ours_random,late_half,64,imaging_quality,0.0007782848976785346,-0.0001050613820552937,0.5,0.0,-0.005405210747165253,0.0065499113828700545,0.5496733768739834,,
