candidate,control,window,metric,mean_delta,median_delta,win_fraction,bootstrap_ci_lower,bootstrap_ci_upper,p_value,q_value,inferential_role
retrieval_horizon_top10,retrieval_all_coverage,full,official_quality_score,0.5674372546457325,0.5165014601861131,0.75,0.18044126994424703,0.9473384895003804,0.0035001833457499743,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,full,identity_background,0.003227033923962612,0.0015347600473875622,0.71875,0.0015423908111873504,0.005105114270262811,0.010030803503468633,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,full,temporal_mechanics,0.0033997152716831493,0.0037217947153503905,0.75,0.0006410682117229626,0.005974030096907127,0.0035001833457499743,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,full,semantic_alignment,0.0022155578791474306,-0.0015868435303370149,0.375,-0.003789574668820326,0.008996756939450273,0.9449079174082726,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,full,visual_quality,0.004247361067682497,0.006896952410539059,0.625,-0.004314378938047861,0.012042186632038399,0.10766357486136258,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,full,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
retrieval_static_top10,retrieval_all_recent,full,quality_without_dynamic_degree,-0.08012908695718357,-0.09653738742883888,0.40625,-0.37088544722473943,0.24735436300434618,0.8923364251386374,,descriptive_context
retrieval_static_top10,retrieval_all_recent,full,official_quality_score,-0.08012908695718357,-0.09653738742883888,0.40625,-0.36127416197582396,0.24018565331129849,0.8923364251386374,,descriptive_context
retrieval_static_top10,retrieval_all_recent,full,identity_background,-0.0007799961514982565,-0.0012226497363387323,0.34375,-0.0020584252468260123,0.0006831116723703991,0.9749487701337785,,descriptive_context
retrieval_static_top10,retrieval_all_recent,full,temporal_mechanics,0.00021725426071059206,-0.0004374039599245316,0.34375,-0.001784602667620702,0.0025398907951239332,0.9749487701337785,,descriptive_context
retrieval_static_top10,retrieval_all_recent,full,semantic_alignment,-0.0006146340320507663,-0.0006422827641169165,0.4375,-0.005058325179852543,0.0044009107778159315,0.8114572062622756,,descriptive_context
retrieval_static_top10,retrieval_all_recent,full,visual_quality,-0.0022035942934453163,-0.001834373354911767,0.40625,-0.008420732082302318,0.0033992624167042715,0.8923364251386374,,descriptive_context
retrieval_static_top10,retrieval_all_recent,full,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
retrieval_all_recent,sf_native,full,quality_without_dynamic_degree,-0.15129802337640053,-0.005500492178306615,0.5,-0.49721200472692045,0.16463004928809696,0.5699749670457095,,descriptive_context
retrieval_all_recent,sf_native,full,official_quality_score,-0.15129802337640053,-0.005500492178306615,0.5,-0.4853794196093397,0.16592392903046693,0.5699749670457095,,descriptive_context
retrieval_all_recent,sf_native,full,identity_background,0.002004355417112743,0.0004550558576347785,0.5,0.00048302902832119896,0.00364490651904785,0.5699749670457095,,descriptive_context
retrieval_all_recent,sf_native,full,temporal_mechanics,-0.005875156413586238,-0.004295781814484867,0.15625,-0.0083416044572737,-0.0037549819700280125,0.9999903494026512,,descriptive_context
retrieval_all_recent,sf_native,full,semantic_alignment,0.010282291984185576,0.008027323583761847,0.75,0.004244670883247941,0.016953656124921182,0.0035001833457499743,,descriptive_context
retrieval_all_recent,sf_native,full,visual_quality,0.009502170733486592,0.009803149123986499,0.59375,0.002160264366927225,0.017288179373073677,0.18854279373772442,,descriptive_context
retrieval_all_recent,sf_native,full,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
landmark_horizon_top10,sf_native,early_half,quality_without_dynamic_degree,-0.14578151248969284,-0.12696988295904532,0.4375,-0.5059291739436791,0.2015019766148315,0.8114572062622756,,descriptive_context
landmark_horizon_top10,sf_native,early_half,official_quality_score,-0.14578151248969284,-0.12696988295904532,0.4375,-0.5039787006509386,0.2154057179046423,0.8114572062622756,,descriptive_context
landmark_horizon_top10,sf_native,early_half,identity_background,0.002073409098674043,0.0016583445016655207,0.75,0.0004609238647141989,0.003782387564058317,0.0035001833457499743,,descriptive_context
landmark_horizon_top10,sf_native,early_half,temporal_mechanics,-0.004094068265466464,-0.0030778532013928106,0.25,-0.0068552277005053805,-0.0014938390595975863,0.9989487992133945,,descriptive_context
landmark_horizon_top10,sf_native,early_half,semantic_alignment,0.002900936973414249,0.003668740391731262,0.6875,-0.0017894351389259125,0.007301698813015328,0.025051229866221547,,descriptive_context
landmark_horizon_top10,sf_native,early_half,visual_quality,0.0045824839786759546,0.0062851247830049695,0.625,-0.0011598310918945907,0.009897296518253681,0.10766357486136258,,descriptive_context
landmark_horizon_top10,sf_native,early_half,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
landmark_horizon_top10,landmark_all_recent,early_half,quality_without_dynamic_degree,-0.11932805453458739,-0.022630981919917303,0.46875,-0.32445604775459586,0.05998910916525611,0.7016925520729274,,descriptive_context
landmark_horizon_top10,landmark_all_recent,early_half,official_quality_score,-0.11932805453458739,-0.022630981919917303,0.46875,-0.3276201992258097,0.05933892563553137,0.7016925520729274,,descriptive_context
