job_id,layer,head,cphi_semantic,cphi_semantic_samples,cphi_null,cphi_null_samples,cphi_score,cphi_score_samples,age_js_semantic,age_js_semantic_samples,age_js_null,age_js_null_samples,age_js_score,age_js_score_samples,age_w1_semantic,age_w1_semantic_samples,age_w1_null,age_w1_null_samples,age_w1_score,age_w1_score_samples,semantic_expected_age_delta,semantic_expected_age_delta_samples,null_expected_age_delta,null_expected_age_delta_samples,native_score,native_score_samples,query_score,query_score_samples,current_key_score,current_key_score_samples,cphi_to_query_ratio,cphi_to_query_ratio_samples,temporal_reach_ratio,temporal_reach_ratio_samples
cf_00_action,4,7,0.002741585485637188,23,0.004245045129209757,23,-0.28129189878566346,23,6.545655196532607e-06,23,2.206477802246809e-05,23,-0.12610568428534474,23,0.0007856530137360096,23,0.0028595991898328066,23,-1.0634702019250497,23,-0.007903575897216797,23,0.04861307144165039,23,-0.4596855473466378,23,-0.17854390443045687,23,-0.34834445932180663,23,0.3914225340500699,23,0.2413783073425293,23
cf_00_action,4,8,0.002491926308721304,23,0.0035993685014545918,23,-0.4226986388901406,23,7.197751983767375e-06,23,1.178468664875254e-05,23,-0.011317787075751705,23,0.0007824733620509505,23,0.0009487004135735333,23,-0.23057870555466892,23,0.00040912628173828125,23,-0.005209922790527344,23,-0.39081257186936785,23,-0.4899942425150195,23,-0.41236251794649836,23,0.42610841956680223,23,0.33102521300315857,23
cf_00_action,4,9,0.005720365326851606,23,0.006772452499717474,23,-0.04536882879169489,23,1.1132258805446327e-05,23,9.352588676847517e-06,23,0.010705219746673848,23,0.0010217927629128098,23,0.001084054121747613,23,0.2857435642820089,23,-0.015786170959472656,23,-0.000415802001953125,23,-0.5260309339342649,23,-0.17314057963735194,23,-0.37954695757333373,23,0.5143844727691387,23,0.13759995996952057,23
cf_00_action,4,10,0.0030677805189043283,23,0.005045081954449415,23,-0.10081481109159984,23,1.2272677849978209e-05,23,3.074918276979588e-05,23,-0.143010215964003,23,0.0014240395976230502,23,0.0023986140731722116,23,-0.3714342553277278,23,-0.02253580093383789,23,-0.0233001708984375,23,-0.27156605115331056,23,-0.2556926511193135,23,-0.4428312965882768,23,0.5048884618507119,23,0.23861080408096313,23
cf_00_action,4,11,0.0030025681480765343,23,0.003969211596995592,23,-0.3780378055566398,23,1.9426486687734723e-05,23,2.186768688261509e-05,23,-0.009987027813059707,23,0.0015462996670976281,23,0.0017021197127178311,23,0.0062491043666419175,23,0.017853736877441406,23,0.012072563171386719,23,-0.2249369608057232,23,-0.3368581981654059,23,-0.31201843800289475,23,0.40890179279036515,23,0.2785913050174713,23
cf_00_action,5,0,0.004495054949074984,23,0.003505898639559746,23,0.31132956635501907,23,4.239898407831788e-05,23,2.1834683138877153e-05,23,0.07305266140236294,23,0.0014857621863484383,23,0.001769724185578525,23,-0.1647257592312425,23,-0.0013315677642822266,23,-0.006157398223876953,23,-0.06226367337819387,23,0.09510216418507032,23,0.011035493223232433,23,0.9176186160443482,23,0.27679184079170227,23
cf_00_action,5,1,0.0022361171431839466,23,0.0012093542609363794,23,-0.008439397088399872,23,3.149182884953916e-05,23,2.5459692551521584e-05,23,-0.0409462864966989,23,0.0017679649172350764,23,0.003175195539370179,23,-0.15843729697566317,23,0.011582374572753906,23,0.05397605895996094,23,-0.37693657051460694,23,0.1252302923836039,23,-0.029931305367067677,23,0.38880119293005877,23,0.5012153387069702,23
cf_00_action,5,2,0.002698553493246436,23,0.0029596060048788786,23,0.057503888294006746,23,1.047705882228911e-05,23,8.2888436736539e-06,23,-0.007748058929476283,23,0.0009659353527240455,23,0.0009959901217371225,23,-0.25558844516737533,23,0.0018711090087890625,23,-0.0092926025390625,23,-0.26724989401631827,23,-0.25267647558787665,23,0.009462955451750656,23,0.4515011681438875,23,0.449689120054245,23
cf_00_action,5,3,0.003937470261007547,23,0.004165582824498415,23,0.015479326390479073,23,3.2108218874782324e-06,23,4.462533979676664e-06,23,-0.019927333866291128,23,0.0006073761614970863,23,0.0010412357514724135,23,-0.5429232701138883,23,0.0015354156494140625,23,0.016968727111816406,23,-0.4144041814922401,23,-0.24944044880172553,23,-0.19868457859544805,23,0.4858666268005924,23,0.1782449334859848,23
cf_00_action,5,4,0.0029091888573020697,23,0.004561911802738905,23,-0.3704872019739254,23,1.039534981828183e-05,23,3.134383587166667e-05,23,-0.16819307444611897,23,0.000922893756069243,23,0.0023351486306637526,23,-0.7304463867918255,23,0.014660835266113281,23,-0.036011695861816406,23,-0.08732117540055588,23,-0.4083570876844005,23,-0.2527095122327511,23,0.396455644024537,23,0.29217207431793213,23
cf_00_action,5,5,0.005354897119104862,23,0.003893112065270543,23,0.20406883911519216,23,8.343689842149615e-06,23,2.0597275579348207e-05,23,-0.06293204703961204,23,0.001419143402017653,23,0.0023333991412073374,23,-0.5275802881592203,23,0.007053375244140625,23,-0.03966856002807617,23,-0.15138858682423953,23,-0.3068115167142523,23,-0.09189710580968224,23,0.8167572222530192,23,0.13164567947387695,23
cf_00_action,5,6,0.0015335078351199627,23,0.0017756979214027524,23,-0.1186356275910204,23,1.7879792721942067e-05,23,1.6934849554672837e-05,23,0.05338940885114034,23,0.0018483768217265606,23,0.0020152400247752666,23,-0.015676056576502756,23,0.02705669403076172,23,0.01865863800048828,23,-0.13968002389329143,23,-0.16317551532292177,23,0.0051500158330866075,23,0.22941555199817018,23,0.45846596360206604,23
cf_00_action,5,7,0.00869970116764307,23,0.0031670695170760155,23,0.7928078337176462,23,1.3445976946968585e-05,23,1.2374184734653682e-05,23,0.059492537372909444,23,0.0008613525424152613,23,0.0012077681021764874,23,-0.008447296311529599,23,0.014178752899169922,23,0.0029144287109375,23,0.12440178226450048,23,-0.09579364582439773,23,0.054379954832748746,23,1.0869682002964405,23,0.26809000968933105,23
