job_id,layer,head,temporal_reach_ratio,temporal_reach_ratio_samples,expected_age,expected_age_samples,normalized_expected_age,normalized_expected_age_samples,recent_mass,recent_mass_samples,old_mass,old_mass_samples,old12_mass,old12_mass_samples,old_mass_excess,old_mass_excess_samples,temporal_entropy,temporal_entropy_samples,peak_age,peak_age_samples,positive_logit_fraction,positive_logit_fraction_samples,sign_switch_rate,sign_switch_rate_samples,dominant_period,dominant_period_samples,spectral_peak_ratio,spectral_peak_ratio_samples,middle_recent_margin,middle_recent_margin_samples,age_logit_correlation,age_logit_correlation_samples
moviebench_qwen_000,2,9,0.1642065942287445,23,8.431004524230957,23,0.4683891534805298,23,0.3269827961921692,23,0.673017144203186,23,0.2858690321445465,23,-0.10476064682006836,23,0.9583461880683899,23,3.0,23,1.0,23,0.0,23,6.0,23,0.4750911295413971,23,-1.0483003854751587,23,-0.33716073632240295,23
moviebench_qwen_000,2,10,0.38301998376846313,23,10.341192245483398,23,0.5745106935501099,23,0.10829351097345352,23,0.8917064070701599,23,0.3306436240673065,23,0.11392861604690552,23,0.7754842042922974,23,18.0,23,1.0,23,0.0,23,6.0,23,0.8907511830329895,23,0.468633770942688,23,-0.051589999347925186,23
moviebench_qwen_000,2,11,0.8021981716156006,23,9.429052352905273,23,0.5238362550735474,23,0.27586838603019714,23,0.7241315245628357,23,0.3387378454208374,23,-0.0536462664604187,23,0.8435633182525635,23,18.0,23,1.0,23,0.0,23,6.0,23,0.7135939598083496,23,-0.45921385288238525,23,-0.12574423849582672,23
moviebench_qwen_000,3,0,0.881478488445282,23,14.957528114318848,23,0.8309738039970398,23,0.018962744623422623,23,0.9810373187065125,23,0.6660330295562744,23,0.20325952768325806,23,0.5874562859535217,23,18.0,23,1.0,23,0.0,23,6.0,23,0.8623820543289185,23,1.06210196018219,23,0.4836854934692383,23
moviebench_qwen_000,3,1,0.2161497324705124,23,8.066930770874023,23,0.44816282391548157,23,0.35796797275543213,23,0.6420320272445679,23,0.24101650714874268,23,-0.13574576377868652,23,0.923742413520813,23,1.0,23,0.8333333134651184,23,0.23529411852359772,23,6.0,23,0.44517895579338074,23,-0.998306155204773,23,-0.35082802176475525,23
moviebench_qwen_000,3,2,0.4492241144180298,23,8.304458618164062,23,0.46135881543159485,23,0.07522571831941605,23,0.924774169921875,23,0.18286778032779694,23,0.1469963788986206,23,0.6016218662261963,23,5.0,23,0.8333333134651184,23,0.23529411852359772,23,6.0,23,0.8139782547950745,23,-0.10079165548086166,23,-0.07021056860685349,23
moviebench_qwen_000,3,3,0.24335546791553497,23,7.5337677001953125,23,0.41854265332221985,23,0.3720703125,23,0.6279296875,23,0.17320191860198975,23,-0.1498481035232544,23,0.9401570558547974,23,1.0,23,1.0,23,0.0,23,9.0,23,0.4614335596561432,23,-1.3019524812698364,23,-0.6591707468032837,23
moviebench_qwen_000,3,4,0.5807164311408997,23,14.362728118896484,23,0.7979293465614319,23,0.004408255219459534,23,0.9955917000770569,23,0.6434440612792969,23,0.2178139090538025,23,0.5014921426773071,23,18.0,23,0.7222222089767456,23,0.3529411852359772,23,6.0,23,0.9415151476860046,23,0.6717419028282166,23,0.17529205977916718,23
moviebench_qwen_000,3,5,0.18899576365947723,23,4.571038722991943,23,0.25394660234451294,23,0.6728007793426514,23,0.32719919085502625,23,0.09717856347560883,23,-0.45057860016822815,23,0.7706345319747925,23,1.0,23,1.0,23,0.0,23,18.0,23,0.5961909890174866,23,-1.805111289024353,23,-0.7277001142501831,23
moviebench_qwen_000,3,6,0.24860328435897827,23,5.114024639129639,23,0.28411248326301575,23,0.5250862836837769,23,0.47491365671157837,23,0.10423532128334045,23,-0.302864134311676,23,0.7406443357467651,23,2.0,23,1.0,23,0.0,23,18.0,23,0.40473511815071106,23,-1.3735637664794922,23,-0.7255892753601074,23
moviebench_qwen_000,3,7,0.8390536308288574,23,17.280485153198242,23,0.9600269794464111,23,0.00033908963087014854,23,0.999660849571228,23,0.9443040490150452,23,0.22188305854797363,23,0.1955079436302185,23,18.0,23,1.0,23,0.0,23,6.0,23,0.8441815972328186,23,0.9704205393791199,23,0.27156051993370056,23
moviebench_qwen_000,3,8,0.33316677808761597,23,7.5278167724609375,23,0.41821205615997314,23,0.3696345388889313,23,0.6303654909133911,23,0.21524032950401306,23,-0.14741230010986328,23,0.8766758441925049,23,1.0,23,1.0,23,0.0,23,6.0,23,0.5414611101150513,23,-1.0639921426773071,23,-0.3985423445701599,23
