axis,layer,head,context_count,residual_median,residual_iqr,rank_median,rank_iqr,top25_context_frequency,positive_context_frequency
prompt_history_excess,11,5,36,0.0002267640084028244,0.20133561990223825,0.5027855153203342,0.4164345403899722,0.16666666666666666,0.5
prompt_history_excess,11,6,36,0.024581678211688995,0.20248972298577428,0.5724233983286908,0.45752089136490254,0.2777777777777778,0.6111111111111112
prompt_history_excess,11,7,36,-0.030674144625663757,0.18044345173984766,0.40807799442896936,0.38579387186629527,0.1111111111111111,0.3333333333333333
prompt_history_excess,11,8,36,0.055910926312208176,0.1577389482408762,0.6476323119777159,0.3084958217270194,0.2777777777777778,0.7222222222222222
prompt_history_excess,11,9,36,-0.15459808334708214,0.40266911685466766,0.2395543175487465,0.6211699164345403,0.2777777777777778,0.3611111111111111
prompt_history_excess,11,10,36,0.061297787353396416,0.18487182073295116,0.6559888579387188,0.31963788300835655,0.3888888888888889,0.75
prompt_history_excess,11,11,36,0.09289951995015144,0.11576065956614912,0.7130919220055709,0.18871866295264628,0.4166666666666667,0.8333333333333334
prompt_history_excess,12,0,36,-0.006930824369192123,0.2951742308214307,0.4623955431754875,0.4770194986072423,0.16666666666666666,0.4444444444444444
prompt_history_excess,12,1,36,0.05744394659996033,0.14022736623883247,0.6448467966573816,0.2486072423398329,0.3055555555555556,0.7777777777777778
prompt_history_excess,12,2,36,-0.06103457137942314,0.3159200344234705,0.35236768802228413,0.5410863509749304,0.19444444444444445,0.4444444444444444
prompt_history_excess,12,3,36,-0.02905522659420967,0.2563420729711652,0.40668523676880225,0.47214484679665736,0.2222222222222222,0.3888888888888889
prompt_history_excess,12,4,36,-0.0010397639125585556,0.15887866355478764,0.5,0.34888579387186636,0.25,0.5
prompt_history_excess,12,5,36,0.013182923197746277,0.1741088554263115,0.5598885793871866,0.38927576601671304,0.25,0.5833333333333334
prompt_history_excess,12,6,36,-0.02859334647655487,0.27332637645304203,0.4164345403899722,0.5334261838440111,0.2777777777777778,0.4166666666666667
prompt_history_excess,12,7,36,0.03488427773118019,0.19134153937920928,0.5974930362116991,0.4066852367688023,0.25,0.6388888888888888
prompt_history_excess,12,8,36,0.007845692336559296,0.18434520903974771,0.5389972144846797,0.42479108635097484,0.2777777777777778,0.5555555555555556
prompt_history_excess,12,9,36,-0.10460850037634373,0.19923414383083582,0.29526462395543174,0.25626740947075205,0.0,0.19444444444444445
