probe_name,context,unit_count,selected_head_count,mean_x0_relative_rms,mean_raw_projected_relative_rms,mean_projected_relative_rms,mean_calibration_scale,max_calibration_relative_error,calibration_clipped_count,calibration_degenerate_count
policy_random2_key_shift_t020,noisy_t500,64,120,0.030810870754066855,0.07307721946332701,0.020015917738783175,0.8596013213275,0.021099206060171127,0,0
policy_random2_policy_contrast_t020,noisy_t1000,64,120,0.043535788281587884,0.05561538687446348,0.02001611019562309,0.7009389908266409,0.01779254525899887,0,0
policy_random2_policy_contrast_t020,noisy_t500,64,120,0.020618822833057493,0.05253412955353269,0.020017090180772357,0.7636686925756899,0.020644627511501312,0,0
policy_random2_value_shift_t020,noisy_t1000,64,120,0.07056507450761274,0.07210345912681078,0.020016724860761316,0.811328037296577,0.023029930889606476,0,0
policy_random2_value_shift_t020,noisy_t500,64,120,0.03137857919500675,0.07353435023481628,0.02001934913472117,0.8205849307666844,0.02013426274061203,0,0
policy_random3_key_shift_t020,noisy_t1000,64,120,0.06864404943189584,0.07208232039350454,0.020016166074977564,0.7691489821493935,0.022502802312374115,0,0
policy_random3_key_shift_t020,noisy_t500,64,120,0.03093461532262154,0.07549516465878696,0.02001661503163632,0.7598833508207462,0.023292936384677887,0,0
policy_random3_policy_contrast_t020,noisy_t1000,64,120,0.04549108530045487,0.05569594376308183,0.02001972288223139,0.632803351051795,0.017781928181648254,0,0
policy_random3_policy_contrast_t020,noisy_t500,64,120,0.02106268711213488,0.05350285015677703,0.020015149468478436,0.7118959007299661,0.01704273745417595,0,0
policy_random3_value_shift_t020,noisy_t1000,64,120,0.06849892175523564,0.07236831108117864,0.020015294830470036,0.7192190791169802,0.021336786448955536,0,0
policy_random3_value_shift_t020,noisy_t500,64,120,0.031371572680654936,0.07505044961302096,0.020017409516731276,0.727005324648538,0.019844435155391693,0,0
policy_random4_key_shift_t020,noisy_t1000,64,120,0.057349892711499706,0.06553521085079411,0.020015093641510856,0.6559659418727581,0.018337368965148926,0,0
policy_random4_key_shift_t020,noisy_t500,64,120,0.025905239104758948,0.06755740595666188,0.02001725220567702,0.7401623117155396,0.021607428789138794,0,0
policy_random4_policy_contrast_t020,noisy_t1000,64,120,0.053846722381422296,0.05274083870996643,0.020014743936674982,0.5994235667594088,0.014393683522939682,0,0
policy_random4_policy_contrast_t020,noisy_t500,64,120,0.02766624663490802,0.050973960469612695,0.020014680552412754,0.6637075345885629,0.018477533012628555,0,0
policy_random4_value_shift_t020,noisy_t1000,64,120,0.0578241046750918,0.06627644410824966,0.020016720665929216,0.6634259876639893,0.020291004329919815,0,0
policy_random4_value_shift_t020,noisy_t500,64,120,0.02498440472118091,0.06772734394423119,0.020017171047705538,0.7316538667151085,0.015686359256505966,0,0
policy_random5_key_shift_t020,noisy_t1000,64,120,0.057952109578764066,0.07090727708479487,0.020017439545093413,0.7868149840350573,0.01711733639240265,0,0
