episode_label,boundary_phase,layer,head,switch_residual,switch_residual_samples,paraphrase_residual,paraphrase_residual_samples,parity_residual,parity_residual_samples,residual_log_ratio,residual_log_ratio_samples,query_log_ratio,query_log_ratio_samples,prompt_history_excess,prompt_history_excess_samples,native_log_ratio,native_log_ratio_samples,current_key_log_ratio,current_key_log_ratio_samples,switch_temporal_js,switch_temporal_js_samples,paraphrase_temporal_js,paraphrase_temporal_js_samples,temporal_js_excess,temporal_js_excess_samples,switch_temporal_w1,switch_temporal_w1_samples,paraphrase_temporal_w1,paraphrase_temporal_w1_samples,temporal_w1_excess,temporal_w1_excess_samples,previous_episode_mass,previous_episode_mass_samples,returned_a1_mass,returned_a1_mass_samples
A1,pre_b,1,1,0.00950793782249093,96,0.005253264447674155,96,0.0,96,0.6296460250770651,96,0.6196064195369293,96,0.07152048253246873,96,0.5249737702598469,96,0.6585033861696137,96,5.6008342653512955e-05,96,2.034226054092869e-05,96,3.9228820241987705e-05,96,0.05956850200891495,96,0.030810534954071045,96,0.036782972514629364,96,0.0,96,0.0,96
A1,pre_b,1,2,0.011073228437453508,96,0.010615895967930555,96,0.0,96,0.20906208047747848,96,0.6814571150687718,96,-0.4089594577523704,96,0.5058149610265297,96,0.7966890404468812,96,8.638242434244603e-05,96,3.178125189151615e-05,96,3.6544188333209604e-05,96,0.09305651485919952,96,0.07828330621123314,96,0.01160711795091629,96,0.0,96,0.0,96
A1,pre_b,1,3,0.012435651384294033,96,0.0038157246308401227,96,0.0,96,1.0354628969135122,96,0.5587734953731006,96,0.37573812495137654,96,0.5904439247232058,96,0.6633314165438468,96,8.184584294212982e-05,96,3.231896698707715e-05,96,5.198478538659401e-05,96,0.089850053191185,96,0.04926477000117302,96,0.03280435502529144,96,0.0,96,0.0,96
A1,pre_b,1,4,0.008490369189530611,96,0.006554074352607131,96,0.0,96,0.38009830559477875,96,0.5283096357063433,96,-0.3054713550704774,96,0.3420965164212894,96,0.557468780749238,96,5.4618642025161535e-05,96,1.4783239748794585e-05,96,2.393036356806988e-05,96,0.052123162895441055,96,0.04486294649541378,96,0.0073760151863098145,96,0.0,96,0.0,96
A1,pre_b,1,5,0.0037905428325757384,96,0.0019959169439971447,96,0.0,96,0.6493440457920803,96,0.45943795211479116,96,0.13304388153840951,96,0.4200851123854541,96,0.5184734958683288,96,1.5999030438251793e-06,96,7.248272595461458e-07,96,8.083220564003568e-07,96,0.00978236272931099,96,0.005463080480694771,96,0.004273990169167519,96,0.0,96,0.0,96
A1,pre_b,1,6,0.004848420387133956,96,0.005065467907115817,96,0.0,96,0.02282210534443247,96,0.34456568035565616,96,-0.3219773670919419,96,0.43968231334504404,96,0.3011006311282931,96,8.878647349774837e-06,96,8.341718057636172e-06,96,2.6228080969303846e-06,96,0.021431609988212585,96,0.028696630150079727,96,-0.004851192235946655,96,0.0,96,0.0,96
A1,pre_b,1,7,0.011184460017830133,96,0.00845172069966793,96,0.0,96,0.5191330592717555,96,0.3728421147699482,96,0.1675458979932289,96,0.35502073530949413,96,0.6176462886357075,96,3.452717101026792e-05,96,9.344701538793743e-06,96,1.7729988030623645e-05,96,0.0319245308637619,96,0.01578832045197487,96,0.012631338089704514,96,0.0,96,0.0,96
A1,pre_b,1,8,0.014732090290635824,96,0.011267958208918571,96,0.0,96,0.16599940162767668,96,0.5488682186557063,96,-0.4631584345793721,96,0.6133990947432884,96,0.5529027878459574,96,0.00011155490938108414,96,9.896142000798136e-05,96,2.1333980839699507e-06,96,0.0943828672170639,96,0.12383487820625305,96,-0.03225135803222656,96,0.0,96,0.0,96
A1,pre_b,1,9,0.007776360958814621,96,0.004868754418566823,96,0.0,96,0.6101460438292863,96,0.4219244526200519,96,0.16699849112244122,96,0.44069037087212926,96,0.4318442859838928,96,7.661094423383474e-05,96,5.63200592296198e-05,96,8.034432539716363e-06,96,0.0721871554851532,96,0.04615654796361923,96,0.010856660082936287,96,0.0,96,0.0,96
A1,pre_b,1,10,0.009695621207356453,96,0.005509485257789493,96,0.0,96,0.7731371625510928,96,0.5132779734506064,96,0.21126138640958508,96,0.677431376785384,96,0.668371680407535,96,2.255000435980037e-05,96,5.607324055745266e-06,96,1.4700332030770369e-05,96,0.04207988455891609,96,0.01922154426574707,96,0.012732811272144318,96,0.0,96,0.0,96
