probe_name,policy,rank_group,target,context,unit_count,calibrated_layer_count,calibration_clipped_count,calibration_degenerate_count,calibration_max_relative_error,calibration_scale_min,calibration_scale_max,target_consistent,policy_or_shift_valid,integrity_pass
signed_high4_value_shift_t020,value_shift,signed_high4,0.02,noisy_t500,64,1920,0,0,0.01687733456492424,0.05489463359117508,6.089306831359863,1,1,1
signed_high4_value_shift_t020,value_shift,signed_high4,0.02,noisy_t750,64,1920,0,0,0.016967393457889557,0.05431763455271721,5.892844200134277,1,1,1
signed_low4_boundary_t020,policy_contrast,signed_low4,0.02,noisy_t1000,64,1920,0,0,0.020057428628206253,0.04404982179403305,2.250361442565918,1,0,0
signed_low4_boundary_t020,policy_contrast,signed_low4,0.02,noisy_t250,64,1920,0,0,0.01737494021654129,0.057951778173446655,4.2671003341674805,1,0,0
signed_low4_boundary_t020,policy_contrast,signed_low4,0.02,noisy_t500,64,1920,0,0,0.018812622874975204,0.05146966502070427,3.4335219860076904,1,0,0
signed_low4_boundary_t020,policy_contrast,signed_low4,0.02,noisy_t750,64,1920,0,0,0.015874020755290985,0.047217730432748795,2.8304052352905273,1,0,0
signed_low4_key_shift_t020,key_shift,signed_low4,0.02,noisy_t1000,64,1920,0,0,0.020653847604990005,0.0833684578537941,9.505868911743164,1,1,0
signed_low4_key_shift_t020,key_shift,signed_low4,0.02,noisy_t250,64,1920,0,0,0.021329522132873535,0.08185841888189316,14.82914924621582,1,1,0
signed_low4_key_shift_t020,key_shift,signed_low4,0.02,noisy_t500,64,1920,0,0,0.019475072622299194,0.08081905543804169,11.939926147460938,1,1,1
signed_low4_key_shift_t020,key_shift,signed_low4,0.02,noisy_t750,64,1920,0,0,0.01857224851846695,0.08182086795568466,10.055976867675781,1,1,1
signed_low4_uniform_t020,policy_contrast,signed_low4,0.02,noisy_t1000,64,1920,0,0,0.017669331282377243,0.05472477525472641,4.557666301727295,1,1,1
signed_low4_uniform_t020,policy_contrast,signed_low4,0.02,noisy_t250,64,1920,0,0,0.018303748220205307,0.07811496406793594,8.416858673095703,1,1,1
signed_low4_uniform_t020,policy_contrast,signed_low4,0.02,noisy_t500,64,1920,0,0,0.024661608040332794,0.07031219452619553,6.196430683135986,1,1,0
signed_low4_uniform_t020,policy_contrast,signed_low4,0.02,noisy_t750,64,1920,0,0,0.020309071987867355,0.06176403909921646,5.3234710693359375,1,1,0
signed_low4_value_shift_t020,value_shift,signed_low4,0.02,noisy_t1000,64,1920,0,0,0.017376989126205444,0.07583092153072357,8.626473426818848,1,1,1
signed_low4_value_shift_t020,value_shift,signed_low4,0.02,noisy_t250,64,1920,0,0,0.02124849706888199,0.0729212686419487,15.628332138061523,1,1,0
signed_low4_value_shift_t020,value_shift,signed_low4,0.02,noisy_t500,64,1920,0,0,0.021244864910840988,0.07234349846839905,11.833027839660645,1,1,0
signed_low4_value_shift_t020,value_shift,signed_low4,0.02,noisy_t750,64,1920,0,0,0.018219277262687683,0.07306241989135742,9.806497573852539,1,1,1
signed_middle4_boundary_t020,policy_contrast,signed_middle4,0.02,noisy_t1000,64,1920,0,0,0.01987731084227562,0.06251084059476852,3.4896597862243652,1,0,0
signed_middle4_boundary_t020,policy_contrast,signed_middle4,0.02,noisy_t250,64,1920,0,0,0.019781850278377533,0.06569292396306992,3.8123490810394287,1,0,0
signed_middle4_boundary_t020,policy_contrast,signed_middle4,0.02,noisy_t500,64,1920,0,0,0.017868448048830032,0.06381060928106308,3.357414960861206,1,0,0
signed_middle4_boundary_t020,policy_contrast,signed_middle4,0.02,noisy_t750,64,1920,0,0,0.014493521302938461,0.06724181771278381,3.6262083053588867,1,0,0
signed_middle4_key_shift_t020,key_shift,signed_middle4,0.02,noisy_t1000,64,1920,0,0,0.019656028598546982,0.07562915235757828,9.12613296508789,1,1,1
signed_middle4_key_shift_t020,key_shift,signed_middle4,0.02,noisy_t250,64,1920,0,0,0.017496943473815918,0.07798109948635101,14.46233081817627,1,1,1
signed_middle4_key_shift_t020,key_shift,signed_middle4,0.02,noisy_t500,64,1920,0,0,0.02084597945213318,0.07607951760292053,13.453689575195312,1,1,0
signed_middle4_key_shift_t020,key_shift,signed_middle4,0.02,noisy_t750,64,1920,0,0,0.019873864948749542,0.07461552321910858,10.740371704101562,1,1,1
signed_middle4_uniform_t020,policy_contrast,signed_middle4,0.02,noisy_t1000,64,1920,0,0,0.02030869945883751,0.07324869185686111,4.409224033355713,1,1,0
signed_middle4_uniform_t020,policy_contrast,signed_middle4,0.02,noisy_t250,64,1920,0,0,0.021550804376602173,0.0809117928147316,4.968306541442871,1,1,0
signed_middle4_uniform_t020,policy_contrast,signed_middle4,0.02,noisy_t500,64,1920,0,0,0.017406418919563293,0.07778026163578033,4.7914018630981445,1,1,1
signed_middle4_uniform_t020,policy_contrast,signed_middle4,0.02,noisy_t750,64,1920,0,0,0.0193045474588871,0.07731853425502777,4.8610992431640625,1,1,1
signed_middle4_value_shift_t020,value_shift,signed_middle4,0.02,noisy_t1000,64,1920,0,0,0.019626878201961517,0.07679156959056854,6.829975128173828,1,1,1
signed_middle4_value_shift_t020,value_shift,signed_middle4,0.02,noisy_t250,64,1920,0,0,0.01801382750272751,0.08252546191215515,10.904431343078613,1,1,1
signed_middle4_value_shift_t020,value_shift,signed_middle4,0.02,noisy_t500,64,1920,0,0,0.018201302736997604,0.07977967709302902,9.076257705688477,1,1,1
signed_middle4_value_shift_t020,value_shift,signed_middle4,0.02,noisy_t750,64,1920,0,0,0.021880120038986206,0.07802508771419525,7.820198059082031,1,1,0
