layer,head,discovery_best_policy,validation_best_policy,split_label_agree,discovery_policy_need,validation_policy_need,modal_state_policy,modal_state_fraction,validation_static_regret,discovery_policy_margin,discovery_recent_budget_loss,validation_recent_budget_loss,discovery_boundary_recent_loss,validation_boundary_recent_loss,discovery_uniform_recent_loss,validation_uniform_recent_loss
1,5,boundary_recent,boundary_recent,1,0.021914996206760406,0.02158259227871895,boundary_recent,0.8246527777777778,0.0,0.10602788521772567,0.1203056313097477,0.12466411665081978,0.09839063510298729,0.10308152437210083,0.11000790446996689,0.11724128946661949
1,6,boundary_recent,boundary_recent,1,0.3952176235616207,0.4279298894107342,boundary_recent,0.9470486111111112,0.0,0.7838166729352096,0.4892752915620804,0.5378949344158173,0.09405766800045967,0.10996504500508308,0.33363625407218933,0.35807499289512634
1,7,recent_budget,recent_budget,1,-0.038155898451805115,-0.04028703086078167,recent_budget,0.7743055555555556,0.0,0.4269969894165788,0.05889733508229256,0.05704733543097973,0.11212554946541786,0.10999807715415955,0.09705323353409767,0.0973343662917614
1,8,boundary_recent,boundary_recent,1,0.009460252709686756,0.009330193977802992,boundary_recent,0.8159722222222222,0.0,0.5390670769627445,0.018474843353033066,0.01889965496957302,0.00901459064334631,0.009569460991770029,0.017010793089866638,0.017079350538551807
1,9,boundary_recent,boundary_recent,1,0.045313335955142975,0.046857886016368866,boundary_recent,0.8715277777777778,0.0,0.11614540924861592,0.18234854191541672,0.1854955181479454,0.13703520596027374,0.13863763213157654,0.15541718900203705,0.15392014384269714
1,10,boundary_recent,boundary_recent,1,0.047560915350914,0.047743190079927444,boundary_recent,0.9435763888888888,0.0,0.18617887580204096,0.1426599845290184,0.13975442945957184,0.0950990691781044,0.0920112393796444,0.11712291091680527,0.11375666409730911
1,11,boundary_recent,recent_budget,0,0.0009511206299066544,-0.000372493639588356,recent_budget,0.4904513888888889,0.04152870392082346,0.014189334237381564,0.0381043441593647,0.03753606602549553,0.037153223529458046,0.037908559665083885,0.037687428295612335,0.03825624659657478
2,0,boundary_recent,boundary_recent,1,0.02858991175889969,0.024369992315769196,boundary_recent,0.7821180555555556,0.0,0.07691791724240103,0.15596964210271835,0.15481644868850708,0.12737973034381866,0.13044645637273788,0.13818764686584473,0.1376751959323883
2,1,boundary_recent,boundary_recent,1,0.02591971680521965,0.03106451779603958,boundary_recent,0.9583333333333334,0.0,0.13304621528625238,0.1485622450709343,0.1527235060930252,0.12264252826571465,0.12165898829698563,0.1409197300672531,0.13973290473222733
2,2,recent_budget,recent_budget,1,-0.013276420533657074,-0.009277381002902985,recent_budget,0.6866319444444444,0.0,0.14868767407801625,0.07954572141170502,0.08112034946680069,0.09550411626696587,0.09039773046970367,0.09282214194536209,0.09237470850348473
2,3,boundary_recent,boundary_recent,1,0.007254520896822214,0.005114270839840174,boundary_recent,0.7994791666666666,0.0,0.31080937878804554,0.01999240554869175,0.01677303295582533,0.012737884651869535,0.011658762115985155,0.01799297332763672,0.016295951791107655
2,4,boundary_recent,boundary_recent,1,0.2798190712928772,0.2703741770237684,boundary_recent,0.9982638888888888,0.0,1.1341368527849778,0.3203575611114502,0.3087319880723953,0.040538489818573,0.0383578110486269,0.284544438123703,0.27361735701560974
2,5,recent_budget,recent_budget,1,-0.028804916888475418,-0.02896922081708908,recent_budget,0.7447916666666666,0.0,0.2643605252582907,0.07721433416008949,0.08270100876688957,0.14364861696958542,0.15396180003881454,0.10601925104856491,0.11167022958397865
2,6,boundary_recent,boundary_recent,1,0.04216037690639496,0.040399231016635895,boundary_recent,0.8802083333333334,0.0,0.0943625878576846,0.1850016713142395,0.1822734847664833,0.14284129440784454,0.1418742537498474,0.1581270918250084,0.15396402031183243
2,7,boundary_recent,boundary_recent,1,0.025377534329891205,0.027930530719459057,boundary_recent,0.9392361111111112,0.0,0.43429974331948923,0.047644978389143944,0.05131555534899235,0.02226744405925274,0.02338502462953329,0.0378708615899086,0.041318824514746666
