layer,head,reverse_relative_log_category_count,reverse_relative_log_dominant_category,reverse_relative_log_dominant_value,reverse_relative_log_range,reverse_relative_log_std,reverse_relative_log_positive_fraction,reverse_relative_log_absolute_entropy,freeze_latest_relative_log_category_count,freeze_latest_relative_log_dominant_category,freeze_latest_relative_log_dominant_value,freeze_latest_relative_log_range,freeze_latest_relative_log_std,freeze_latest_relative_log_positive_fraction,freeze_latest_relative_log_absolute_entropy,history_specificity_category_count,history_specificity_dominant_category,history_specificity_dominant_value,history_specificity_range,history_specificity_std,history_specificity_positive_fraction,history_specificity_absolute_entropy
21,0,3,noisy:1000,-1.401077231857855,0.28283796297753505,0.12365017486329374,0.0,0.9957303963177877,3,noisy:1000,-0.26547778214502915,0.09481805883623318,0.04106721695974232,0.0,0.9845314314225035,3,clean:0,0.010984167456626892,0.010706081986427307,0.004511773210214376,1.0,0.5662774343289178
21,1,3,noisy:500,-2.969949952332821,0.12247683575061874,0.050139013767863054,0.0,0.9998648822260913,3,noisy:500,-0.36275768021005966,0.09918859960603738,0.04357838522164352,0.0,0.9915183599852674,3,noisy:500,0.08516907691955566,0.009030252695083618,0.003745756433867634,1.0,0.9990237723754881
21,2,3,clean:0,-2.359934488338509,0.11153039655908836,0.04740438824976474,0.0,0.9998064838174867,3,noisy:1000,-0.4362958256882651,0.05116060518890975,0.02092507361359371,0.0,0.998815279135015,3,clean:0,0.09315213561058044,0.021100565791130066,0.008689651998903786,1.0,0.9949997033399096
21,3,3,noisy:500,-1.1005598242848822,0.3339394814071158,0.14243710352339042,0.0,0.9897104209690426,3,noisy:500,-0.11826449750142232,0.04567920715409238,0.018928934026869185,0.0,0.9814581743038362,3,noisy:1000,-0.028988808393478394,0.0077936649322509766,0.0036347744370129713,0.0,0.9910022316593193
21,4,3,clean:0,-2.7916738534944723,0.3954816982865905,0.16225606909900436,0.0,0.9982254029250889,3,clean:0,0.05653514208080986,0.06071404881062072,0.028409264571254048,0.3333333333333333,0.40012926651239455,3,clean:0,0.06076163053512573,0.023444250226020813,0.009575040852979388,1.0,0.9825498184950523
21,5,3,clean:0,-2.365265940813333,0.31261521592253416,0.14063784371341068,0.0,0.9981096807622951,3,clean:0,-0.0601016460979104,0.03238375875618745,0.013385372317271277,0.0,0.9551562854670244,3,clean:0,0.035554081201553345,0.05247215926647186,0.022011909322019702,0.3333333333333333,0.6681824966279682
21,6,3,clean:0,-2.9309552568978976,0.6139753984934035,0.2601352513471533,0.0,0.9954233063339468,3,noisy:500,-0.18717406080062685,0.02472510303537198,0.01026334327806786,0.0,0.9984175423545832,3,noisy:500,0.15998616814613342,0.034942060708999634,0.014936392241453498,1.0,0.9948631778787375
21,7,3,clean:0,-2.7174323610474427,0.7965209426278173,0.32858719106992496,0.0,0.9906815628472733,3,clean:0,-0.02334079549391683,0.015362297846947476,0.006976609769553184,0.0,0.8866070082945684,3,clean:0,0.04005047678947449,0.03996440768241882,0.016349071976347152,1.0,0.6021910889086562
21,8,3,noisy:500,-1.4920058306019595,0.1727834723091637,0.07527141667153346,0.0,0.9986737587811991,3,noisy:500,-0.1724633894152299,0.031381542776158206,0.013304673867151482,0.0,0.9967742553031551,3,noisy:1000,-0.02614593505859375,0.002108335494995117,0.0008825554269159421,0.0,0.9994334742381293
21,9,3,clean:0,-0.757076495122299,0.2959766768749609,0.12326286918233319,0.0,0.9817232668672298,3,clean:0,0.051006166815430534,0.0373661674697662,0.015533895917654559,1.0,0.8953203112374404,3,noisy:1000,-0.031056806445121765,0.013772532343864441,0.005713952190521652,0.0,0.9749957540300839
