method,prompt_index,sample_index,video,decoded_frames,retained_frames,flow_transition_count,fps,duration_seconds,frame_step,sample_interval_seconds,analysis_width,analysis_height,raw_motion_ndps_median,global_motion_ndps_median,residual_motion_ndps_median,residual_motion_p90_ndps_median,residual_transition_active_fraction,residual_active_area_fraction_mean,late_residual_motion_ratio,longest_low_residual_run_fraction,residual_accel_outlier_fraction,camera_motion_fraction_median,camera_fit_valid_fraction,camera_fit_inlier_fraction_median,camera_fit_error_nd_median,residual_energy_concentration_mean,residual_direction_entropy_mean
landmark_static_top10,27,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_static_top10/000027-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.010336202366494919,0.010275550832295706,0.0026574511295908527,0.011712287759783595,0.5932203389830508,0.11213872108337151,1.5549637136661363,0.01694915254237288,0.05172413793103448,0.7202261500863256,1.0,0.9375,0.0013386178552808868,0.6029828965575784,0.431646133108999
landmark_static_top10,31,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_static_top10/000031-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.006317319193952703,0.003990401613696948,0.00479705206672444,0.02165737935799016,0.8813559322033898,0.32806863404718273,0.3809299478387605,0.0,0.06896551724137931,0.43548393477325603,1.0,0.8766447368421053,0.002381813329642868,0.7665516990476309,0.7983896096545299
retrieval_all_coverage,3,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/retrieval_all_coverage/000003-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.004911940545481215,0.004204900649611134,0.004135128408212687,0.014884051341775555,0.6101694915254238,0.18636104987402657,3.439724892902523,0.11864406779661017,0.05172413793103448,0.5033469278445994,1.0,0.9259868421052632,0.002008638123673855,0.5181562865099106,0.2878008037225317
retrieval_all_coverage,7,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/retrieval_all_coverage/000007-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.008244495441169123,0.00866164746115498,0.01086364720376513,0.04915686742214033,1.0,0.5576775795923041,0.9850059980754948,0.0,0.034482758620689655,0.44162438752350164,1.0,0.8601973684210527,0.005540903902533662,0.6006242296520716,0.7479740653764372
retrieval_all_coverage,11,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/retrieval_all_coverage/000011-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.029289154444606766,0.021362360707813912,0.028521485396175588,0.05956210439982384,1.0,0.8535442553252405,1.2022642356254027,0.0,0.05172413793103448,0.4625362490228015,1.0,0.9868421052631579,0.013938582299499278,0.403001320668059,0.7492106418382936
retrieval_all_coverage,15,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/retrieval_all_coverage/000015-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.035700112309112256,0.026171701708992218,0.025306545745666514,0.06230230113101441,1.0,0.8606638119846541,1.082705139094793,0.0,0.05172413793103448,0.5114412717710942,1.0,0.9703947368421053,0.01283629876067483,0.43904496235524515,0.8142646085803593
retrieval_all_coverage,19,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/retrieval_all_coverage/000019-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.007933176073791195,0.007597829582976797,0.010083267499680052,0.059253748253696295,1.0,0.5172251667716445,1.036116620831112,0.0,0.034482758620689655,0.42823047503574163,1.0,0.8273026315789473,0.004913430588640739,0.7246691181875792,0.6313383792843338
retrieval_all_coverage,23,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/retrieval_all_coverage/000023-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.03210892730560495,0.02401484355241413,0.028607582657129243,0.06807880425316598,1.0,0.8821862116353641,0.9351588832393948,0.0,0.0,0.44740179437703803,1.0,0.962171052631579,0.01459832740954511,0.4799638378999778,0.8473354003775097
retrieval_all_coverage,27,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/retrieval_all_coverage/000027-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.011002519653556905,0.009462263200816515,0.003246140070961945,0.008127001668319964,0.23728813559322035,0.06231613963009621,1.4588856644309984,0.01694915254237288,0.017241379310344827,0.6879993560630474,1.0,0.962171052631579,0.0016649283683916514,0.46210723151383876,0.3262650623869441
retrieval_all_coverage,31,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/retrieval_all_coverage/000031-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.014631719786239328,0.011198517241614896,0.013291512692808437,0.03585428211006848,1.0,0.6207045565162621,0.8863962680772646,0.0,0.06896551724137931,0.4456348902560979,1.0,0.9095394736842105,0.0067824866364681125,0.6815247220888518,0.8130527567786608
